WTvsR.solani_AG2_BC	WTvsR.solani_AG5_BC	WTvsA.alternata_BC	WTvsR.solani_AG2_C	WTvsR.solani_AG5_C	WTvsA.alternata_C	WTvsR.solani_AG2_AC	WTvsR.solani_AG5_AC	WTvsA.alternata_AC
			Tatro_007842					Tatro_006702
			Tatro_007842					Tatro_006703
			Tatro_007110					Tatro_006704
			Tatro_010859					Tatro_006705
			Tatro_001782					Tatro_006706
			Tatro_005329					Tatro_006747
			Tatro_003919					Tatro_006782
			Tatro_010860					Tatro_006785
			Tatro_004537					Tatro_006787
			Tatro_006853					Tatro_006789
			Tatro_006807					Tatro_006806
			Tatro_011089					Tatro_006915
			Tatro_002097					Tatro_006916
			Tatro_002097					Tatro_006918
			Tatro_002097					Tatro_006935
			Tatro_002097					Tatro_006936
			Tatro_009211					Tatro_006937
			Tatro_006438					Tatro_006955
			Tatro_006439					Tatro_006971
			Tatro_003616					Tatro_006975
			Tatro_000369					Tatro_007002
			Tatro_010861					Tatro_007070
			Tatro_004576					Tatro_007084
			Tatro_011768					Tatro_007089
			Tatro_006946					Tatro_007091
			Tatro_006550					Tatro_007094
			Tatro_007843					Tatro_007123
			Tatro_009193					Tatro_007130
			Tatro_011883					Tatro_007131
			Tatro_005386					Tatro_007134
			Tatro_002316					Tatro_007137
			Tatro_008348					Tatro_007159
			Tatro_004450					Tatro_007162
			Tatro_004450					Tatro_007177
			Tatro_004450					Tatro_007178
			Tatro_004450					Tatro_007179
			Tatro_011386					Tatro_007197
			Tatro_000465					Tatro_007199
			Tatro_006399					Tatro_007246
			Tatro_008931					Tatro_007273
			Tatro_007018					Tatro_007293
			Tatro_011114					Tatro_007302
			Tatro_008382					Tatro_007304
			Tatro_004719					Tatro_007315
			Tatro_009898					Tatro_007330
			Tatro_007246					Tatro_007346
			Tatro_002737					Tatro_007347
			Tatro_002277					Tatro_007352
			Tatro_002343					Tatro_007354
			Tatro_011200					Tatro_007356
			Tatro_007282					Tatro_007366
			Tatro_011617					Tatro_007421
			Tatro_007989					Tatro_007429
			Tatro_008858					Tatro_007429
			Tatro_010296					Tatro_007429
			Tatro_004123					Tatro_007429
			Tatro_004762					Tatro_007429
			Tatro_011804					Tatro_007429
			Tatro_004798					Tatro_007468
			Tatro_004451					Tatro_007507
			Tatro_010976					Tatro_007524
			Tatro_011619					Tatro_007546
			Tatro_004797					Tatro_007548
			Tatro_006414					Tatro_007602
			Tatro_009897					Tatro_007605
			Tatro_010316					Tatro_007617
			Tatro_007089					Tatro_007626
								Tatro_007633
								Tatro_007666
								Tatro_007675
								Tatro_007696
								Tatro_007703
								Tatro_007790
								Tatro_007794
								Tatro_007802
								Tatro_007803
								Tatro_007805
								Tatro_007812
								Tatro_007824
								Tatro_007826
								Tatro_007841
								Tatro_007863
								Tatro_007898
								Tatro_007953
								Tatro_007963
								Tatro_007991
								Tatro_007992
								Tatro_007996
								Tatro_008001
								Tatro_008002
								Tatro_008005
								Tatro_008026
								Tatro_008047
								Tatro_008050
								Tatro_008052
								Tatro_008053
								Tatro_008054
								Tatro_008063
								Tatro_008074
								Tatro_008086
								Tatro_008168
								Tatro_008169
								Tatro_008174
								Tatro_008185
								Tatro_008206
								Tatro_008207
								Tatro_008250
								Tatro_008270
								Tatro_008299
								Tatro_008319
								Tatro_008320
								Tatro_008407
								Tatro_008408
								Tatro_008450
								Tatro_008463
								Tatro_008464
								Tatro_008467
								Tatro_008469
								Tatro_008476
								Tatro_008494
								Tatro_008558
								Tatro_008564
								Tatro_008587
								Tatro_008589
								Tatro_008591
								Tatro_008593
								Tatro_008602
								Tatro_008605
								Tatro_008608
								Tatro_008618
								Tatro_008621
								Tatro_008622
								Tatro_008637
								Tatro_008650
								Tatro_008692
								Tatro_008701
								Tatro_008702
								Tatro_008703
								Tatro_008762
								Tatro_008762
								Tatro_008762
								Tatro_008762
								Tatro_008771
								Tatro_008801
								Tatro_008841
								Tatro_008858
								Tatro_008891
								Tatro_008892
								Tatro_008928
								Tatro_008931
								Tatro_008945
								Tatro_008971
								Tatro_008973
								Tatro_009082
								Tatro_009085
								Tatro_009161
								Tatro_009164
								Tatro_009186
								Tatro_009227
								Tatro_009261
								Tatro_009262
								Tatro_009263
								Tatro_009264
								Tatro_009267
								Tatro_009281
								Tatro_009293
								Tatro_009301
								Tatro_009302
								Tatro_009317
								Tatro_009346
								Tatro_009351
								Tatro_009352
								Tatro_009415
								Tatro_009419
								Tatro_009440
								Tatro_009447
								Tatro_009449
								Tatro_009465
								Tatro_009469
								Tatro_009485
								Tatro_009499
								Tatro_009539
								Tatro_009540
								Tatro_009541
								Tatro_009547
								Tatro_009549
								Tatro_009580
								Tatro_009591
								Tatro_009648
								Tatro_009722
								Tatro_009735
								Tatro_009751
								Tatro_009767
								Tatro_009769
								Tatro_009787
								Tatro_009789
								Tatro_009840
								Tatro_009865
								Tatro_009867
								Tatro_009897
								Tatro_009900
								Tatro_009901
								Tatro_009903
								Tatro_009930
								Tatro_009937
								Tatro_009940
								Tatro_009955
								Tatro_009988
								Tatro_009989
								Tatro_009991
								Tatro_009996
								Tatro_010043
								Tatro_010044
								Tatro_010073
								Tatro_010087
								Tatro_010094
								Tatro_010101
								Tatro_010109
								Tatro_010126
								Tatro_010157
								Tatro_010165
								Tatro_010166
								Tatro_010185
								Tatro_010199
								Tatro_010203
								Tatro_010213
								Tatro_010216
								Tatro_010224
								Tatro_010236
								Tatro_010243
								Tatro_010251
								Tatro_010252
								Tatro_010256
								Tatro_010279
								Tatro_010287
								Tatro_010314
								Tatro_010317
								Tatro_010324
								Tatro_010341
								Tatro_010343
								Tatro_010376
								Tatro_010377
								Tatro_010392
								Tatro_010475
								Tatro_010477
								Tatro_010486
								Tatro_010518
								Tatro_010523
								Tatro_010568
								Tatro_010571
								Tatro_010592
								Tatro_010620
								Tatro_010636
								Tatro_010637
								Tatro_010677
								Tatro_010679
								Tatro_010693
								Tatro_010701
								Tatro_010706
								Tatro_010713
								Tatro_010719
								Tatro_010724
								Tatro_010770
								Tatro_010789
								Tatro_010791
								Tatro_010792
								Tatro_010859
								Tatro_010860
								Tatro_010861
								Tatro_010865
								Tatro_010866
								Tatro_010867
								Tatro_010867
								Tatro_010867
								Tatro_010867
								Tatro_010901
								Tatro_010910
								Tatro_010944
								Tatro_010962
								Tatro_010981
								Tatro_011005
								Tatro_011054
								Tatro_011057
								Tatro_011074
								Tatro_011112
								Tatro_011158
								Tatro_011159
								Tatro_011160
								Tatro_011173
								Tatro_011187
								Tatro_011193
								Tatro_011194
								Tatro_011195
								Tatro_011196
								Tatro_011213
								Tatro_011239
								Tatro_011255
								Tatro_011257
								Tatro_011262
								Tatro_011297
								Tatro_011369
								Tatro_011370
								Tatro_011379
								Tatro_011381
								Tatro_011385
								Tatro_011386
								Tatro_011396
								Tatro_011397
								Tatro_011402
								Tatro_011414
								Tatro_011416
								Tatro_011418
								Tatro_011421
								Tatro_011431
								Tatro_011432
								Tatro_011514
								Tatro_011555
								Tatro_011562
								Tatro_011577
								Tatro_011579
								Tatro_011583
								Tatro_011586
								Tatro_011587
								Tatro_011588
								Tatro_011619
								Tatro_011670
								Tatro_011713
								Tatro_011714
								Tatro_011717
								Tatro_011724
								Tatro_011774
								Tatro_011776
								Tatro_011784
								Tatro_011792
								Tatro_011806
								Tatro_011859
								Tatro_011861
								Tatro_011872
								Tatro_011887
								Tatro_011895
								Tatro_011897
								Tatro_011897
								Tatro_011897
								Tatro_011897
								Tatro_011900
								Tatro_011903
								Tatro_011904
								Tatro_011906
								Tatro_011914
								Tatro_011917
								Tatro_011932
								Tatro_011933
								Tatro_011940
								Tatro_011945
								Tatro_011946
								Tatro_011954
								Tatro_011955
								Tatro_011956
								Tatro_011958
								Tatro_011959
								Tatro_011976
								Tatro_011997
