WTvsR.solani_AG2_BC	WTvsR.solani_AG5_BC	WTvsA.alternata_BC	WTvsR.solani_AG2_C	WTvsR.solani_AG5_C	WTvsA.alternata_C	WTvsR.solani_AG2_AC	WTvsR.solani_AG5_AC	WTvsA.alternata_AC
								Tatro_007233
								Tatro_007278
								Tatro_007283
								Tatro_007288
								Tatro_007292
								Tatro_007313
								Tatro_007321
								Tatro_007324
								Tatro_007325
								Tatro_007327
								Tatro_007328
								Tatro_007335
								Tatro_007341
								Tatro_007342
								Tatro_007348
								Tatro_007349
								Tatro_007361
								Tatro_007367
								Tatro_007371
								Tatro_007441
								Tatro_007449
								Tatro_007452
								Tatro_007462
								Tatro_007500
								Tatro_007564
								Tatro_007581
								Tatro_007598
								Tatro_007634
								Tatro_007662
								Tatro_007672
								Tatro_007679
								Tatro_007700
								Tatro_007701
								Tatro_007728
								Tatro_007733
								Tatro_007734
								Tatro_007737
								Tatro_007746
								Tatro_007750
								Tatro_007762
								Tatro_007806
								Tatro_007823
								Tatro_007829
								Tatro_007842
								Tatro_007842
								Tatro_007842
								Tatro_007842
								Tatro_007843
								Tatro_007844
								Tatro_007845
								Tatro_007848
								Tatro_007850
								Tatro_007856
								Tatro_007868
								Tatro_007875
								Tatro_007889
								Tatro_007899
								Tatro_007901
								Tatro_007904
								Tatro_007906
								Tatro_007914
								Tatro_007920
								Tatro_007946
								Tatro_007958
								Tatro_007959
								Tatro_007960
								Tatro_007961
								Tatro_007962
								Tatro_007988
								Tatro_007989
								Tatro_007997
								Tatro_008011
								Tatro_008017
								Tatro_008046
								Tatro_008051
								Tatro_008056
								Tatro_008057
								Tatro_008058
								Tatro_008060
								Tatro_008061
								Tatro_008062
								Tatro_008071
								Tatro_008072
								Tatro_008116
								Tatro_008118
								Tatro_008153
								Tatro_008154
								Tatro_008157
								Tatro_008184
								Tatro_008193
								Tatro_008218
								Tatro_008257
								Tatro_008279
								Tatro_008329
								Tatro_008374
								Tatro_008380
								Tatro_008381
								Tatro_008382
								Tatro_008383
								Tatro_008394
								Tatro_008395
								Tatro_008404
								Tatro_008406
								Tatro_008414
								Tatro_008415
								Tatro_008425
								Tatro_008472
								Tatro_008482
								Tatro_008536
								Tatro_008562
								Tatro_008586
								Tatro_008588
								Tatro_008606
								Tatro_008644
								Tatro_008674
								Tatro_008678
								Tatro_008719
								Tatro_008753
								Tatro_008754
								Tatro_008755
								Tatro_008770
								Tatro_008779
								Tatro_008803
								Tatro_008836
								Tatro_008842
								Tatro_008884
								Tatro_008885
								Tatro_008886
								Tatro_008896
								Tatro_008937
								Tatro_008961
								Tatro_008964
								Tatro_008966
								Tatro_008985
								Tatro_009000
								Tatro_009006
								Tatro_009025
								Tatro_009027
								Tatro_009030
								Tatro_009033
								Tatro_009075
								Tatro_009126
								Tatro_009127
								Tatro_009131
								Tatro_009132
								Tatro_009139
								Tatro_009140
								Tatro_009141
								Tatro_009143
								Tatro_009165
								Tatro_009166
								Tatro_009171
								Tatro_009175
								Tatro_009176
								Tatro_009177
								Tatro_009184
								Tatro_009193
								Tatro_009206
								Tatro_009246
								Tatro_009256
								Tatro_009257
								Tatro_009304
								Tatro_009308
								Tatro_009331
								Tatro_009332
								Tatro_009337
								Tatro_009347
								Tatro_009425
								Tatro_009431
								Tatro_009437
								Tatro_009445
								Tatro_009445
								Tatro_009445
								Tatro_009445
								Tatro_009450
								Tatro_009452
								Tatro_009453
								Tatro_009463
								Tatro_009474
								Tatro_009475
								Tatro_009479
								Tatro_009480
								Tatro_009481
								Tatro_009482
								Tatro_009495
								Tatro_009501
								Tatro_009510
								Tatro_009511
								Tatro_009512
								Tatro_009513
								Tatro_009521
								Tatro_009532
								Tatro_009533
								Tatro_009535
								Tatro_009537
								Tatro_009545
								Tatro_009551
								Tatro_009574
								Tatro_009574
								Tatro_009574
								Tatro_009574
								Tatro_009584
								Tatro_009605
								Tatro_009606
								Tatro_009615
								Tatro_009654
								Tatro_009663
								Tatro_009688
								Tatro_009712
								Tatro_009716
								Tatro_009734
								Tatro_009790
								Tatro_009804
								Tatro_009805
								Tatro_009816
								Tatro_009835
								Tatro_009874
								Tatro_009878
								Tatro_009911
								Tatro_009947
								Tatro_009949
								Tatro_009951
								Tatro_009953
								Tatro_009983
								Tatro_009983
								Tatro_009983
								Tatro_009983
								Tatro_010003
								Tatro_010014
								Tatro_010039
								Tatro_010054
								Tatro_010086
								Tatro_010096
								Tatro_010098
								Tatro_010099
								Tatro_010145
								Tatro_010146
								Tatro_010148
								Tatro_010149
								Tatro_010152
								Tatro_010154
								Tatro_010156
								Tatro_010164
								Tatro_010170
								Tatro_010173
								Tatro_010174
								Tatro_010176
								Tatro_010181
								Tatro_010182
								Tatro_010183
								Tatro_010186
								Tatro_010187
								Tatro_010188
								Tatro_010190
								Tatro_010195
								Tatro_010214
								Tatro_010217
								Tatro_010221
								Tatro_010221
								Tatro_010221
								Tatro_010221
								Tatro_010229
								Tatro_010230
								Tatro_010232
								Tatro_010233
								Tatro_010237
								Tatro_010262
								Tatro_010262
								Tatro_010262
								Tatro_010262
								Tatro_010270
								Tatro_010274
								Tatro_010277
								Tatro_010278
								Tatro_010294
								Tatro_010295
								Tatro_010296
								Tatro_010298
								Tatro_010299
								Tatro_010300
								Tatro_010312
								Tatro_010316
								Tatro_010323
								Tatro_010332
								Tatro_010333
								Tatro_010337
								Tatro_010361
								Tatro_010364
								Tatro_010365
								Tatro_010395
								Tatro_010396
								Tatro_010418
								Tatro_010422
								Tatro_010423
								Tatro_010442
								Tatro_010444
								Tatro_010448
								Tatro_010450
								Tatro_010458
								Tatro_010569
								Tatro_010569
								Tatro_010569
								Tatro_010569
								Tatro_010572
								Tatro_010590
								Tatro_010601
								Tatro_010619
								Tatro_010664
								Tatro_010760
								Tatro_010761
								Tatro_010762
								Tatro_010767
								Tatro_010779
								Tatro_010783
								Tatro_010786
								Tatro_010787
								Tatro_010796
								Tatro_010797
								Tatro_010798
								Tatro_010801
								Tatro_010802
								Tatro_010802
								Tatro_010802
								Tatro_010802
								Tatro_010815
								Tatro_010816
								Tatro_010821
								Tatro_010823
								Tatro_010828
								Tatro_010829
								Tatro_010837
								Tatro_010839
								Tatro_010840
								Tatro_010842
								Tatro_010843
								Tatro_010843
								Tatro_010843
								Tatro_010843
								Tatro_010849
								Tatro_010851
								Tatro_010852
								Tatro_010854
								Tatro_010869
								Tatro_010870
								Tatro_010890
								Tatro_010892
								Tatro_010893
								Tatro_010905
								Tatro_010913
								Tatro_010976
								Tatro_011006
								Tatro_011012
								Tatro_011013
								Tatro_011018
								Tatro_011019
								Tatro_011023
								Tatro_011033
								Tatro_011041
								Tatro_011042
								Tatro_011045
								Tatro_011061
								Tatro_011065
								Tatro_011067
								Tatro_011068
								Tatro_011069
								Tatro_011079
								Tatro_011088
								Tatro_011089
								Tatro_011091
								Tatro_011092
								Tatro_011111
								Tatro_011150
								Tatro_011153
								Tatro_011176
								Tatro_011183
								Tatro_011199
								Tatro_011203
								Tatro_011203
								Tatro_011203
								Tatro_011203
								Tatro_011204
								Tatro_011205
								Tatro_011221
								Tatro_011230
								Tatro_011235
								Tatro_011236
								Tatro_011241
								Tatro_011243
								Tatro_011246
								Tatro_011251
								Tatro_011291
								Tatro_011294
								Tatro_011298
								Tatro_011332
								Tatro_011333
								Tatro_011348
								Tatro_011349
								Tatro_011349
								Tatro_011349
								Tatro_011349
								Tatro_011350
								Tatro_011355
								Tatro_011377
								Tatro_011392
								Tatro_011393
								Tatro_011394
								Tatro_011395
								Tatro_011398
								Tatro_011404
								Tatro_011410
								Tatro_011412
								Tatro_011437
								Tatro_011444
								Tatro_011447
								Tatro_011489
								Tatro_011515
								Tatro_011524
								Tatro_011554
								Tatro_011638
								Tatro_011648
								Tatro_011650
								Tatro_011657
								Tatro_011668
								Tatro_011676
								Tatro_011725
								Tatro_011762
								Tatro_011766
								Tatro_011767
								Tatro_011768
								Tatro_011769
								Tatro_011786
								Tatro_011791
								Tatro_011799
								Tatro_011800
								Tatro_011816
								Tatro_011817
								Tatro_011829
								Tatro_011831
								Tatro_011838
								Tatro_011839
								Tatro_011871
								Tatro_011873
								Tatro_011877
								Tatro_011893
								Tatro_011910
								Tatro_011911
								Tatro_011936
								Tatro_011937
								Tatro_011939
								Tatro_011939
								Tatro_011939
								Tatro_011939
								Tatro_011947
								Tatro_011960
								Tatro_011964
								Tatro_011968
								Tatro_011969
								Tatro_011971
								Tatro_011972
								Tatro_011974
								Tatro_011980
								Tatro_011982
								Tatro_011988
								Tatro_011996
								Tatro_012001
								Tatro_012001
								Tatro_012001
								Tatro_012001
								Tatro_012003
