geneid,GOid
Tatro_007105-T1,GO:0003824;GO:0006012;GO:0008108;GO:0008270
Tatro_007877-T1,GO:0016491
Tatro_010204-T1,GO:0005515
Tatro_009126-T1,GO:0003677;GO:0006351;GO:0005634;GO:0006355;GO:0008270;GO:0000981
Tatro_005945-T1,GO:0005515
Tatro_000608-T1,GO:0003913;GO:0006281
Tatro_007006-T1,GO:0003676;GO:0000166
Tatro_004011-T1,GO:0005515;GO:0004190;GO:0006508
Tatro_006498-T1,GO:0016021;GO:0055085
Tatro_000946-T1,GO:0004553;GO:0005975
Tatro_001072-T1,GO:0006508;GO:0004185
Tatro_009213-T1,GO:0006606
Tatro_006603-T1,GO:0046872;GO:0003677;GO:0005634;GO:0006355;GO:0008270;GO:0000981;GO:0043565
Tatro_005975-T1,GO:0016021
Tatro_002830-T1,GO:0016021;GO:0055085
Tatro_009964-T1,GO:0006561;GO:0016620;GO:0003842;GO:0016491;GO:0055114;GO:0008152;GO:0006537
Tatro_008964-T1,GO:0016702;GO:0009712;GO:0003824;GO:0018576;GO:0005506;GO:0055114;GO:0006725;GO:0008199
Tatro_008992-T1,GO:0006412;GO:0005622;GO:0003735;GO:0005840;GO:0019843
Tatro_005403-T1,GO:0006629;GO:0008081
Tatro_003443-T1,GO:0003824;GO:0006367
Tatro_011650-T1,GO:0003824;GO:0016491;GO:0050660;GO:0055114;GO:0016614
Tatro_006921-T1,GO:0016791;GO:0006564;GO:0008152;GO:0004647
Tatro_009611-T1,GO:0016791;GO:0004725;GO:0016311
Tatro_010436-T1,GO:0005515
Tatro_001402-T1,GO:0016998;GO:0052862;GO:0052861
Tatro_006323-T1,GO:0009450;GO:0016620;GO:0016491;GO:0055114;GO:0008152;GO:0009013
Tatro_007630-T1,GO:0004462;GO:0046872
Tatro_007290-T1,GO:0003824;GO:0016810;GO:0008061;GO:0005975
Tatro_000337-T1,GO:0016020;GO:0051539;GO:0055114;GO:0016651
Tatro_002175-T1,GO:0003824
Tatro_005511-T1,GO:0005515
Tatro_008868-T1,GO:0006468;GO:0004672;GO:0005524
Tatro_000808-T1,GO:0004553;GO:0005975
Tatro_009149-T1,GO:0003824;GO:0008152
Tatro_004122-T1,GO:0005515;GO:0046872;GO:0008270
Tatro_004807-T1,GO:0005488;GO:0004842
Tatro_007444-T1,GO:0006412;GO:0005622;GO:0003735;GO:0005840
Tatro_011437-T1,GO:0010181;GO:0016491;GO:0055114
Tatro_003645-T1,GO:0016021;GO:0055085
Tatro_002201-T1,GO:0016021;GO:0055085
Tatro_000205-T1,GO:0005509;GO:0016020;GO:0004571
Tatro_005916-T1,GO:0006629;GO:0008081
Tatro_001335-T1,GO:0055114;GO:0016491
Tatro_003492-T1,GO:0004386;GO:0005524;GO:0003676
Tatro_002303-T1,GO:0055085;GO:0016020;GO:0046873;GO:0030001
Tatro_010121-T1,GO:0003735
Tatro_002538-T1,GO:0005267;GO:0016020;GO:0071805
Tatro_004656-T1,GO:0009098;GO:0055114;GO:0005737;GO:0003862;GO:0016616
Tatro_011171-T1,GO:0055114;GO:0016491;GO:0071949
Tatro_009071-T1,GO:0006629;GO:0008152
Tatro_005491-T1,GO:0003824;GO:0008152
Tatro_002585-T1,GO:0003777;GO:0005871;GO:0005515
Tatro_006032-T1,GO:0003824;GO:0008152
Tatro_009753-T1,GO:0005515
Tatro_011986-T1,GO:0005515
Tatro_007328-T1,GO:0005515
Tatro_010810-T1,GO:0005737;GO:0004414;GO:0009086
Tatro_005690-T1,GO:0006412;GO:0005622;GO:0003735;GO:0005840
Tatro_000303-T1,GO:0016021;GO:0006024;GO:0015012
Tatro_010572-T1,GO:0045493;GO:0046559;GO:0005975;GO:0005576
Tatro_001412-T1,GO:0016746;GO:0008152
Tatro_010555-T1,GO:0006412;GO:0005622;GO:0003676;GO:0003735;GO:0005840;GO:0003723
Tatro_010723-T1,GO:0003824;GO:0009058;GO:0016779;GO:0009435
Tatro_010088-T1,GO:0046872;GO:0003824;GO:0005524;GO:0008152
Tatro_009315-T1,GO:0003824
Tatro_011472-T1,GO:0005488
Tatro_005510-T1,GO:0020037;GO:0016705;GO:0005506;GO:0055114
Tatro_000960-T1,GO:0005515;GO:0006396;GO:0005622
Tatro_011916-T1,GO:0003824;GO:0019752;GO:0008152;GO:0004451
Tatro_008486-T1,GO:0005515
Tatro_000459-T1,GO:0016021;GO:0055085
Tatro_006535-T1,GO:0005960;GO:0019464
Tatro_006533-T1,GO:0005515
Tatro_003378-T1,GO:0006351;GO:0003677;GO:0003899
Tatro_007888-T1,GO:0016491;GO:0008152
Tatro_009151-T1,GO:0003824;GO:0006559;GO:0016841;GO:0005737
Tatro_001102-T1,GO:0003824;GO:0009072;GO:0008152;GO:0004334
Tatro_010896-T1,GO:0003677;GO:0006351;GO:0005634;GO:0006355;GO:0008270;GO:0000981
Tatro_001791-T1,GO:0005634;GO:0006355;GO:0008270;GO:0000981
Tatro_001822-T1,GO:0005515;GO:0005938;GO:0005543;GO:0032065
Tatro_003489-T1,GO:0006412;GO:0005622;GO:0003735;GO:0005840
Tatro_002981-T1,GO:0009058;GO:0016740
Tatro_010287-T1,GO:0004553;GO:0005975
Tatro_000547-T1,GO:0005634
Tatro_004585-T1,GO:0003677;GO:0006351;GO:0005634;GO:0006355;GO:0008270;GO:0000981
Tatro_008853-T1,GO:0004553;GO:0005975
Tatro_008046-T1,GO:0005634;GO:0006355;GO:0008270;GO:0000981
Tatro_005279-T1,GO:0006412;GO:0005622;GO:0003735;GO:0005840
Tatro_005833-T1,GO:0005515
Tatro_008585-T1,GO:0003934;GO:0046654;GO:0005737
Tatro_010202-T1,GO:0010181;GO:0003824;GO:0016491;GO:0055114
Tatro_001609-T1,GO:0000981;GO:0005634;GO:0006355;GO:0008270
Tatro_007373-T1,GO:0006508;GO:0004185
Tatro_009217-T1,GO:0000030;GO:0006486;GO:0016020
Tatro_005475-T1,GO:0005515
Tatro_002004-T1,GO:0006508;GO:0008235;GO:0004177
Tatro_005663-T1,GO:0016020
Tatro_011942-T1,GO:0003824;GO:0008484;GO:0008152
Tatro_001065-T1,GO:0003824;GO:0016747;GO:0008152
Tatro_002233-T1,GO:0046872;GO:0003676
Tatro_005716-T1,GO:0003676;GO:0000166
Tatro_008673-T1,GO:0005524;GO:0003676
Tatro_011840-T1,GO:0003677;GO:0006351;GO:0005634;GO:0006355;GO:0008270;GO:0000981
Tatro_005271-T1,GO:0006468;GO:0004672
Tatro_001834-T1,GO:0008299
Tatro_011422-T1,GO:0004620;GO:0008152;GO:0009395
Tatro_003109-T1,GO:0003824;GO:0043169
Tatro_004653-T1,GO:0016491;GO:0008152
Tatro_005016-T1,GO:0046872;GO:0005524
Tatro_008766-T1,GO:0006468;GO:0004672;GO:0005524
Tatro_005604-T1,GO:0003677;GO:0003917;GO:0006265;GO:0003916
Tatro_006583-T1,GO:0016491;GO:0008152
Tatro_010022-T1,GO:0046872
Tatro_009220-T1,GO:0005515
Tatro_007822-T1,GO:0009058;GO:0016779
Tatro_004142-T1,GO:0008270;GO:0003676
Tatro_011918-T1,GO:0006542;GO:0006807;GO:0003824;GO:0004356
Tatro_005012-T1,GO:0008652;GO:0008270;GO:0009086;GO:0003871
Tatro_002806-T1,GO:0016876;GO:0006419;GO:0003676;GO:0005524;GO:0043039;GO:0004813;GO:0000166
Tatro_001661-T1,GO:0055114;GO:0016491
Tatro_006631-T1,GO:0003677;GO:0006351;GO:0005634;GO:0006355;GO:0008270;GO:0000981
Tatro_008845-T1,GO:0006164;GO:0005524;GO:0004639
Tatro_001952-T1,GO:0050660;GO:0016627;GO:0055114;GO:0008152;GO:0020037;GO:0003995
Tatro_007097-T1,GO:0003824;GO:0008152
Tatro_011210-T1,GO:0055114;GO:0016491
Tatro_011692-T1,GO:0016887;GO:0055085;GO:0006810;GO:0005524;GO:0042626;GO:0016021
Tatro_011701-T1,GO:0016887;GO:0055085;GO:0006810;GO:0005524;GO:0042626;GO:0016021
Tatro_002779-T1,GO:0005215;GO:0016020;GO:0006810
Tatro_002255-T1,GO:0003677;GO:0006351;GO:0005634;GO:0006355;GO:0008270;GO:0000981
Tatro_006145-T1,GO:0003824;GO:0005975;GO:0004553;GO:0030246
Tatro_009480-T1,GO:0016491;GO:0008152
Tatro_002096-T1,GO:0055085;GO:0022857;GO:0005215;GO:0016021
Tatro_008848-T1,GO:0006011;GO:0003983;GO:0070569;GO:0008152
Tatro_004342-T1,GO:0016021;GO:0008521
Tatro_003471-T1,GO:0009055;GO:0050660
Tatro_000790-T1,GO:0005524;GO:0051082;GO:0006457
Tatro_003079-T1,GO:0005515
Tatro_001832-T1,GO:0020037
Tatro_003470-T1,GO:0016740;GO:0005789;GO:0003824;GO:0008152;GO:0006506;GO:0008484
Tatro_006841-T1,GO:0004049;GO:0003824;GO:0006568;GO:0008152;GO:0004640;GO:0004425
Tatro_005225-T1,GO:0046982;GO:0005634;GO:0006355;GO:0043565
Tatro_006577-T1,GO:0003677;GO:0006351;GO:0005634;GO:0006355;GO:0008270;GO:0000981
Tatro_005186-T1,GO:0005515;GO:0004672;GO:0006468;GO:0005524
Tatro_000505-T1,GO:0005488
Tatro_011271-T1,GO:0005634;GO:0006355;GO:0008270;GO:0000981
Tatro_006261-T1,GO:0000145;GO:0006904;GO:0015031
Tatro_004445-T1,GO:0004553;GO:0004563;GO:0005975
Tatro_003406-T1,GO:0006807;GO:0016810
Tatro_004796-T1,GO:0055114;GO:0016491;GO:0071949
Tatro_008252-T1,GO:0016620;GO:0006006;GO:0051287;GO:0055114;GO:0050661
Tatro_002117-T1,GO:0003824;GO:0009058
Tatro_006900-T1,GO:0055114;GO:0016491
Tatro_000281-T1,GO:0003824;GO:0016491;GO:0050660;GO:0055114;GO:0016614
Tatro_007945-T1,GO:0016021;GO:0006950
Tatro_010857-T1,GO:0005634;GO:0006355;GO:0008270;GO:0000981
Tatro_000970-T1,GO:0003824;GO:0016853;GO:0005975;GO:0030246
Tatro_002534-T1,GO:0003824;GO:0050662
Tatro_008797-T1,GO:0003824;GO:0009058;GO:0009073;GO:0003849
Tatro_009795-T1,GO:0004601;GO:0006979;GO:0055114;GO:0020037
Tatro_004756-T1,GO:0055114
Tatro_001107-T1,GO:0004408;GO:0005739
Tatro_004838-T1,GO:0005524
Tatro_002003-T1,GO:0016301;GO:0005524;GO:0008152
Tatro_005102-T1,GO:0005839;GO:0004298;GO:0051603;GO:0004175
Tatro_009621-T1,GO:0005515;GO:0005852;GO:0003743;GO:0005737
Tatro_001146-T1,GO:0005643;GO:0006810
Tatro_010478-T1,GO:0006364;GO:0008168;GO:0008033;GO:0003723
Tatro_003402-T1,GO:0008565;GO:0006886;GO:0015031;GO:0016020;GO:0030131;GO:0016192;GO:0030117;GO:0005488
Tatro_007860-T1,GO:0008641;GO:0006464
Tatro_011879-T1,GO:0016491;GO:0008152
Tatro_005154-T1,GO:0046872
Tatro_007014-T1,GO:0003824;GO:0019363;GO:0016763;GO:0009435;GO:0004514
Tatro_004460-T1,GO:0005634;GO:0006355;GO:0008270;GO:0000981
Tatro_005331-T1,GO:0006098;GO:0016491;GO:0055114;GO:0050661;GO:0004616
Tatro_001132-T1,GO:0006415;GO:0005525;GO:0003924;GO:0003747
Tatro_009373-T1,GO:0005524
Tatro_006511-T1,GO:0005524;GO:0003676
Tatro_001871-T1,GO:0006412;GO:0005622;GO:0003735;GO:0005840
Tatro_006232-T1,GO:0030488;GO:0031515;GO:0016429
Tatro_000391-T1,GO:0003824;GO:0008152
Tatro_008710-T1,GO:0016887;GO:0055085;GO:0006810;GO:0005524;GO:0042626;GO:0016021
Tatro_005024-T1,GO:0008641;GO:0016925;GO:0019948
Tatro_007610-T1,GO:0004048;GO:0000162;GO:0008152;GO:0016757
Tatro_010133-T1,GO:0006032;GO:0005975;GO:0004553;GO:0004568
Tatro_009960-T1,GO:0000981;GO:0005634;GO:0006355;GO:0008270
Tatro_009679-T1,GO:0003713;GO:0003677;GO:0006355
Tatro_004765-T1,GO:0003824;GO:0050662
Tatro_004939-T1,GO:0005515
Tatro_001612-T1,GO:0003824;GO:0005975;GO:0004553;GO:0030246
Tatro_011202-T1,GO:0005515
Tatro_006442-T1,GO:0005634;GO:0006355;GO:0008270;GO:0000981
Tatro_001273-T1,GO:0016021;GO:0055085
Tatro_008106-T1,GO:0055114;GO:0016491
Tatro_005739-T1,GO:0006886;GO:0005525;GO:0005622;GO:0007264
Tatro_003668-T1,GO:0016491;GO:0008152
Tatro_004188-T1,GO:0016491;GO:0008677;GO:0055114;GO:0050661
Tatro_007767-T1,GO:0003824
Tatro_007120-T1,GO:0006629;GO:0008081
Tatro_008207-T1,GO:0055114;GO:0016491;GO:0005507
Tatro_002842-T1,GO:0006508;GO:0004252;GO:0008236
Tatro_007000-T1,GO:0008641
Tatro_004180-T1,GO:0003677
Tatro_004191-T1,GO:0003676;GO:0000166
Tatro_011824-T1,GO:0010181;GO:0016491;GO:0055114
Tatro_011244-T1,GO:0055114;GO:0016491;GO:0005507
Tatro_001053-T1,GO:0000262;GO:0000002
Tatro_001623-T1,GO:0004650;GO:0005975
Tatro_011203-T1,GO:0005634;GO:0006355;GO:0008270;GO:0000981
Tatro_008491-T1,GO:0005515
Tatro_008863-T1,GO:0003676;GO:0000166
Tatro_005741-T1,GO:0015986;GO:0046961;GO:0046933;GO:0045261
Tatro_006638-T1,GO:0016491
Tatro_001421-T1,GO:0016579;GO:0036459
Tatro_001174-T1,GO:0004053;GO:0046872;GO:0006525;GO:0016813
Tatro_005573-T1,GO:0016746;GO:0008152
Tatro_007726-T1,GO:0003824;GO:0005992;GO:0008152
Tatro_010854-T1,GO:0022891;GO:0055085;GO:0016020;GO:0022857;GO:0005215;GO:0016021
Tatro_004571-T1,GO:0055114;GO:0016491
Tatro_006795-T1,GO:0016491;GO:0050660;GO:0055114;GO:0016614
Tatro_005656-T1,GO:0008237;GO:0016787;GO:0016805;GO:0006508;GO:0008152;GO:0034701
Tatro_005299-T1,GO:0005839;GO:0004298;GO:0051603;GO:0004175
Tatro_009810-T1,GO:0030488;GO:0009019
Tatro_002299-T1,GO:0055114;GO:0016491
Tatro_000583-T1,GO:0000981;GO:0005634;GO:0006355;GO:0008270
Tatro_004037-T1,GO:0003677
Tatro_005442-T1,GO:0005732;GO:0000398
Tatro_007701-T1,GO:0016021;GO:0055085
Tatro_001489-T1,GO:0008270;GO:0003676
Tatro_003217-T1,GO:0006629;GO:0005515;GO:0008081
Tatro_000432-T1,GO:0030234;GO:0000502;GO:0042176;GO:0005488
Tatro_005007-T1,GO:0016480
Tatro_005388-T1,GO:0005515
Tatro_002039-T1,GO:0005515;GO:0046872
Tatro_003817-T1,GO:0005515
Tatro_009543-T1,GO:0005515
Tatro_007886-T1,GO:0006488;GO:0005789;GO:0004583
Tatro_005689-T1,GO:0006412;GO:0015935;GO:0005622;GO:0003735;GO:0005840
Tatro_010274-T1,GO:0003677;GO:0006351;GO:0005634;GO:0006355;GO:0008270;GO:0000981
Tatro_005215-T1,GO:0055114;GO:0016491;GO:0071949
Tatro_011791-T1,GO:0003824;GO:0005991;GO:0004555
Tatro_002624-T1,GO:0050334;GO:0009228;GO:0008972;GO:0006772
Tatro_001730-T1,GO:0016780;GO:0008654;GO:0016020
Tatro_008875-T1,GO:0003677;GO:0008026;GO:0003676;GO:0016787;GO:0005524
Tatro_004148-T1,GO:0004518;GO:0003677;GO:0006281;GO:0005622;GO:0008270;GO:0004519
Tatro_006045-T1,GO:0006468;GO:0004672;GO:0005524
Tatro_007777-T1,GO:0016491;GO:0008152
Tatro_003555-T1,GO:0005515
Tatro_010760-T1,GO:0046872;GO:0003676
Tatro_006413-T1,GO:0016747
Tatro_010941-T1,GO:0003677;GO:0005634;GO:0006355;GO:0003676
Tatro_011336-T1,GO:0005515
Tatro_003169-T1,GO:0005515
Tatro_007040-T1,GO:0005515
Tatro_007044-T1,GO:0006476;GO:0016811;GO:0008270;GO:0051287;GO:0070403
Tatro_004593-T1,GO:0055114;GO:0016491;GO:0008152;GO:0016620
Tatro_002126-T1,GO:0006807;GO:0036361
Tatro_009790-T1,GO:0006629
Tatro_000835-T1,GO:0016779
Tatro_007696-T1,GO:0006508;GO:0004252;GO:0008236
Tatro_002604-T1,GO:0003824;GO:0005515;GO:0009116
Tatro_002517-T1,GO:0016810
Tatro_003723-T1,GO:0003824;GO:0051536;GO:0010181
Tatro_010134-T1,GO:0005515
Tatro_007949-T1,GO:0005094;GO:0005737
Tatro_004488-T1,GO:0004553;GO:0005975
Tatro_010800-T1,GO:0016491;GO:0008152
Tatro_004185-T1,GO:0005515
Tatro_001922-T1,GO:0045735
Tatro_008921-T1,GO:0003677;GO:0006351;GO:0005634;GO:0006355;GO:0008270;GO:0000981
Tatro_007936-T1,GO:0015035;GO:0045454;GO:0006662
Tatro_010060-T1,GO:0005488
Tatro_000146-T1,GO:0055114;GO:0016491
Tatro_007357-T1,GO:0016021;GO:0055085
Tatro_004853-T1,GO:0045454
Tatro_006802-T1,GO:0016021;GO:0055085
Tatro_002145-T1,GO:0022891;GO:0055085;GO:0016020;GO:0022857;GO:0016021
Tatro_000446-T1,GO:0016021;GO:0055085
Tatro_010072-T1,GO:0006886;GO:0005515;GO:0016192;GO:0005198;GO:0030117
Tatro_005194-T1,GO:0016021;GO:0055085
Tatro_002198-T1,GO:0043531
Tatro_002883-T1,GO:0003824;GO:0031177;GO:0008152
Tatro_003545-T1,GO:0006633;GO:0004318;GO:0016740;GO:0004312;GO:0003824;GO:0055114;GO:0008152;GO:0005835
Tatro_008044-T1,GO:0015171;GO:0016020;GO:0003333
Tatro_008011-T1,GO:0008080
Tatro_002863-T1,GO:0016491;GO:0008152
Tatro_009169-T1,GO:0016021;GO:0055085;GO:0022857
Tatro_005602-T1,GO:0016791;GO:0008152
Tatro_007493-T1,GO:0035023;GO:0005089
Tatro_003855-T1,GO:0046872;GO:0016702;GO:0055114
Tatro_002323-T1,GO:0016491;GO:0008152
Tatro_004280-T1,GO:0004506;GO:0016491;GO:0050660;GO:0055114;GO:0016021
Tatro_006859-T1,GO:0031625;GO:0006511
Tatro_004713-T1,GO:0008080
Tatro_011322-T1,GO:0006468;GO:0004672;GO:0005524
Tatro_002013-T1,GO:0043565
Tatro_000099-T1,GO:0005515;GO:0004672;GO:0006468;GO:0005524
Tatro_006604-T1,GO:0016021;GO:0055085
Tatro_003464-T1,GO:0005515;GO:0006396;GO:0005622
Tatro_001644-T1,GO:0003824;GO:0008152
Tatro_009619-T1,GO:0006412;GO:0005622;GO:0003735;GO:0005840
Tatro_004795-T1,GO:0016887;GO:0055085;GO:0006810;GO:0005524;GO:0042626;GO:0016021
Tatro_002322-T1,GO:0005515
Tatro_002253-T1,GO:0055114;GO:0016491
Tatro_007306-T1,GO:0016021;GO:0055085;GO:0022857
Tatro_011119-T1,GO:0006468;GO:0004672;GO:0005524
Tatro_005617-T1,GO:0003677;GO:0043044;GO:0005634;GO:0003676;GO:0016818;GO:0006338;GO:0005524;GO:0031491
Tatro_003393-T1,GO:0004557;GO:0003824;GO:0005975;GO:0004553
Tatro_002907-T1,GO:0003824;GO:0050662
Tatro_007257-T1,GO:0016021;GO:0016192;GO:0006810
Tatro_003241-T1,GO:0003676;GO:0000166
Tatro_011348-T1,GO:0003824;GO:0008152
Tatro_003716-T1,GO:0005515
Tatro_009264-T1,GO:0005515
Tatro_008776-T1,GO:0005515
Tatro_008409-T1,GO:0004553;GO:0005975
Tatro_005362-T1,GO:0016787
Tatro_001200-T1,GO:0016021;GO:0055085
Tatro_010749-T1,GO:0003873;GO:0003824;GO:0006003;GO:0005524;GO:0006000
Tatro_004200-T1,GO:0005515
Tatro_006791-T1,GO:0016579;GO:0036459;GO:0006511
Tatro_006436-T1,GO:0016021;GO:0055085
Tatro_003275-T1,GO:0003824;GO:0008270
Tatro_009068-T1,GO:0032324;GO:0006777
Tatro_003407-T1,GO:0016021
Tatro_007191-T1,GO:0016021
Tatro_000950-T1,GO:0016884;GO:0016874
Tatro_007606-T1,GO:0005515;GO:0008270
Tatro_007908-T1,GO:0016020;GO:0003824;GO:0006207;GO:0004152;GO:0016627;GO:0055114;GO:0005737
Tatro_010688-T1,GO:0022891;GO:0055085;GO:0016020;GO:0022857;GO:0005215;GO:0016021
Tatro_003664-T1,GO:0017183;GO:0008152;GO:0004164;GO:0008168
Tatro_011936-T1,GO:0055114;GO:0016491;GO:0008152;GO:0016620
Tatro_002213-T1,GO:0043087;GO:0005488;GO:0007165
Tatro_008892-T1,GO:0006032;GO:0004568;GO:0005975;GO:0004553;GO:0008061
Tatro_000861-T1,GO:0016021;GO:0015299;GO:0055085;GO:0006812
Tatro_008714-T1,GO:0005515;GO:0006289;GO:0043161;GO:0005634;GO:0003684
Tatro_008049-T1,GO:0006807;GO:0016855;GO:0006520;GO:0036361;GO:0008152
Tatro_009208-T1,GO:0016747
Tatro_010639-T1,GO:0000981;GO:0005634;GO:0006355;GO:0008270
Tatro_008597-T1,GO:0005634;GO:0006355;GO:0008270;GO:0000981
Tatro_011666-T1,GO:0004764;GO:0055114
Tatro_007079-T1,GO:0055114;GO:0016491;GO:0008270
Tatro_008209-T1,GO:0006807;GO:0003952;GO:0005524;GO:0009435;GO:0016810
Tatro_010821-T1,GO:0016021;GO:0055085
Tatro_008377-T1,GO:0003824;GO:0016747;GO:0008152
Tatro_005549-T1,GO:0003677
Tatro_008433-T1,GO:0030170;GO:0006520
Tatro_000022-T1,GO:0000981;GO:0005634;GO:0006355;GO:0008270
Tatro_001213-T1,GO:0006289;GO:0006284;GO:0008270;GO:0003906;GO:0016799;GO:0003676;GO:0003684
Tatro_011664-T1,GO:0003855
Tatro_010535-T1,GO:0046872
Tatro_009330-T1,GO:0005515
Tatro_003408-T1,GO:0005669;GO:0006352
Tatro_007058-T1,GO:0005515;GO:0003676;GO:0000166
Tatro_002516-T1,GO:0008198;GO:0016701;GO:0016491;GO:0008270;GO:0055114;GO:0006725
Tatro_001877-T1,GO:0000179;GO:0000154;GO:0006364;GO:0008649
Tatro_008295-T1,GO:0007165;GO:0016310;GO:0016772;GO:0000160;GO:0000155
Tatro_004533-T1,GO:0003824;GO:0000287;GO:0050660;GO:0009082;GO:0003984;GO:0030976
Tatro_001359-T1,GO:0006367;GO:0005673
Tatro_003784-T1,GO:0003968
Tatro_008289-T1,GO:0035556
Tatro_010139-T1,GO:0006468;GO:0004672;GO:0005524
Tatro_002729-T1,GO:0003824;GO:0030170;GO:0009058
Tatro_002552-T1,GO:0055085;GO:0016020;GO:0046873;GO:0030001
Tatro_002256-T1,GO:0055114;GO:0016491;GO:0071949
Tatro_009762-T1,GO:0020037;GO:0016705;GO:0005506;GO:0055114
Tatro_001582-T1,GO:0005524;GO:0003676
Tatro_006279-T1,GO:0003824;GO:0006596
Tatro_001115-T1,GO:0055085
Tatro_000873-T1,GO:0055114;GO:0016491
Tatro_007797-T1,GO:0016021;GO:0055085
Tatro_000313-T1,GO:0005975
Tatro_010266-T1,GO:0005515;GO:0005737
Tatro_001045-T1,GO:0003824;GO:0009058;GO:0009073;GO:0003849
Tatro_004521-T1,GO:0003677;GO:0006351;GO:0005634;GO:0006355;GO:0008270;GO:0000981
Tatro_007262-T1,GO:0006397
Tatro_006928-T1,GO:0043115;GO:0019354;GO:0008168;GO:0055114;GO:0008152;GO:0006779
Tatro_008333-T1,GO:0016787;GO:0016788;GO:0006397
Tatro_011795-T1,GO:0006886;GO:0005515;GO:0030132;GO:0016192;GO:0005198;GO:0030130;GO:0005488
Tatro_010341-T1,GO:0046872
Tatro_009691-T1,GO:0004848;GO:0000256;GO:0050385
Tatro_010916-T1,GO:0003677;GO:0006351;GO:0005634;GO:0006355;GO:0008270;GO:0000981
Tatro_000531-T1,GO:0003824;GO:0008484;GO:0008152
Tatro_007070-T1,GO:0016491;GO:0008152
Tatro_001284-T1,GO:0022891;GO:0055085;GO:0016020;GO:0022857;GO:0005215;GO:0016021
Tatro_008457-T1,GO:0045454
Tatro_006396-T1,GO:0016491;GO:0008152
Tatro_011239-T1,GO:0006508;GO:0004190
Tatro_008601-T1,GO:0005506;GO:0016491;GO:0055114
Tatro_007716-T1,GO:0005524;GO:0051082;GO:0006457
Tatro_011629-T1,GO:0005515
Tatro_004079-T1,GO:0055085
Tatro_001001-T1,GO:0005488;GO:0003723
Tatro_004336-T1,GO:0004674;GO:0004672;GO:0006468;GO:0005524
Tatro_003076-T1,GO:0003824
Tatro_004775-T1,GO:0016491;GO:0008152
Tatro_000445-T1,GO:0003824;GO:0009058
Tatro_000471-T1,GO:0006414;GO:0005525;GO:0003924;GO:0005622;GO:0003746
Tatro_003172-T1,GO:0030163;GO:0016787;GO:0005524;GO:0005737
Tatro_001381-T1,GO:0016787;GO:0008152
Tatro_001618-T1,GO:0003677;GO:0006351;GO:0005634;GO:0006355;GO:0008270;GO:0000981
Tatro_005497-T1,GO:0003824;GO:0005975
Tatro_001052-T1,GO:0006464;GO:0004077
Tatro_009111-T1,GO:0016746
Tatro_002226-T1,GO:0008643;GO:0000139;GO:0005351;GO:0016021
Tatro_000864-T1,GO:0016021;GO:0046872;GO:0000166
Tatro_001262-T1,GO:0016020;GO:0016757
Tatro_008300-T1,GO:0005515
Tatro_008891-T1,GO:0005975
Tatro_010286-T1,GO:0005975
Tatro_007700-T1,GO:0005515;GO:0004674;GO:0006468;GO:0005524
Tatro_008356-T1,GO:0016887;GO:0005524;GO:0005488
Tatro_005609-T1,GO:0005515
Tatro_004829-T1,GO:0006281;GO:0005634;GO:0004519;GO:0003684
Tatro_005166-T1,GO:0030983;GO:0005524;GO:0006298
Tatro_009335-T1,GO:0005515
Tatro_003122-T1,GO:0005515
Tatro_002949-T1,GO:0003824;GO:0008152
Tatro_008006-T1,GO:0000981;GO:0005634;GO:0006355;GO:0008270
Tatro_004368-T1,GO:0008080
Tatro_008266-T1,GO:0003676;GO:0000166
Tatro_006384-T1,GO:0016787
Tatro_002557-T1,GO:0006470;GO:0016791;GO:0004725;GO:0016311;GO:0008138
Tatro_011794-T1,GO:0006508;GO:0008236
Tatro_004395-T1,GO:0005515
Tatro_001331-T1,GO:0003723;GO:0003676;GO:0000166
Tatro_004339-T1,GO:0006396
Tatro_009369-T1,GO:0005515;GO:0035091
Tatro_000086-T1,GO:0016491;GO:0008270;GO:0004635;GO:0051287;GO:0055114;GO:0004399;GO:0008152;GO:0004636;GO:0000105
Tatro_003923-T1,GO:0005524
Tatro_009501-T1,GO:0005634;GO:0006355;GO:0008270;GO:0003700;GO:0000981
Tatro_010995-T1,GO:0016020
Tatro_003476-T1,GO:0005515;GO:0003677
Tatro_007090-T1,GO:0005515
Tatro_005652-T1,GO:0004674;GO:0004672;GO:0006468;GO:0005524
Tatro_008203-T1,GO:0003824;GO:0043169
Tatro_002834-T1,GO:0016846;GO:0008152
Tatro_003813-T1,GO:0046872;GO:0003677;GO:0006351;GO:0005634;GO:0008270;GO:0003676
Tatro_006222-T1,GO:0006508;GO:0004252
Tatro_010348-T1,GO:0006508;GO:0004185
Tatro_006563-T1,GO:0003824
Tatro_001525-T1,GO:0004553;GO:0005975
Tatro_004646-T1,GO:0006508;GO:0004252
Tatro_004040-T1,GO:0008608;GO:0072686;GO:0042729
Tatro_002975-T1,GO:0019901;GO:0000079
Tatro_007603-T1,GO:0055114;GO:0016491;GO:0071949
Tatro_010686-T1,GO:0003824
Tatro_009001-T1,GO:0005509;GO:0016020;GO:0004571
Tatro_008421-T1,GO:0005515
Tatro_000056-T1,GO:0055114
Tatro_002658-T1,GO:0016021;GO:0055085
Tatro_010554-T1,GO:0003755;GO:0006457;GO:0000413
Tatro_006378-T1,GO:0016788
Tatro_003074-T1,GO:0000981;GO:0005634;GO:0006355;GO:0008270
