geneid,GOid
Tatro_006964-T1,GO:0005515
Tatro_008768-T1,GO:0005524;GO:0003676
Tatro_006310-T1,GO:0016887;GO:0055085;GO:0006810;GO:0005524;GO:0042626;GO:0016021
Tatro_004159-T1,GO:0016702;GO:0009712;GO:0003824;GO:0018576;GO:0005506;GO:0055114;GO:0006725;GO:0008199
Tatro_007760-T1,GO:0016787;GO:0008152
Tatro_004071-T1,GO:0016021;GO:0055085
Tatro_002127-T1,GO:0000981;GO:0005634;GO:0006355;GO:0008270
Tatro_002280-T1,GO:0005634;GO:0006355;GO:0008270;GO:0000981
Tatro_002865-T1,GO:0020037;GO:0016705;GO:0005506;GO:0055114
Tatro_004404-T1,GO:0016491;GO:0008152
Tatro_000399-T1,GO:0005515
Tatro_001354-T1,GO:0016021;GO:0005215;GO:0055085
Tatro_001970-T1,GO:0003676
Tatro_004454-T1,GO:0005515;GO:0000042
Tatro_008008-T1,GO:0055114;GO:0016491;GO:0071949
Tatro_006317-T1,GO:0003677;GO:0006351;GO:0005634;GO:0006355;GO:0008270;GO:0000981
Tatro_003092-T1,GO:0005524;GO:0003676
Tatro_006053-T1,GO:0008080
Tatro_000611-T1,GO:0016787
Tatro_004238-T1,GO:0005515
Tatro_000530-T1,GO:0001104;GO:0016592;GO:0006357
Tatro_007302-T1,GO:0006508;GO:0004190
Tatro_005187-T1,GO:0005515;GO:0005852;GO:0003743;GO:0005737
Tatro_010403-T1,GO:0005515;GO:0005634;GO:0006355
Tatro_004257-T1,GO:0005576
Tatro_011003-T1,GO:0006189;GO:0004642
Tatro_010666-T1,GO:0005515;GO:0046872;GO:0008270
Tatro_011224-T1,GO:0006032;GO:0004568;GO:0005975;GO:0004553;GO:0008061
Tatro_002407-T1,GO:0016491;GO:0008270;GO:0051287;GO:0055114
Tatro_009733-T1,GO:0003676;GO:0000166
Tatro_003195-T1,GO:0000981;GO:0005634;GO:0006355;GO:0008270
Tatro_010462-T1,GO:0008242;GO:0004843;GO:0005622;GO:0006511
Tatro_003741-T1,GO:0003677
Tatro_006067-T1,GO:0004371;GO:0005524;GO:0006071
Tatro_000470-T1,GO:0006508;GO:0004190
Tatro_009299-T1,GO:0005525
Tatro_006986-T1,GO:0016773
Tatro_008170-T1,GO:0005515
Tatro_005580-T1,GO:0016491;GO:0008152
Tatro_008554-T1,GO:0045735
Tatro_011450-T1,GO:0046872;GO:0003677;GO:0006351;GO:0005634;GO:0003676;GO:0008270
Tatro_001937-T1,GO:0016787;GO:0016810
Tatro_004435-T1,GO:0003824;GO:0008152
Tatro_001596-T1,GO:0005515;GO:0008242;GO:0008270;GO:0036459;GO:0006511;GO:0016579
Tatro_007358-T1,GO:0055114;GO:0016491;GO:0071949
Tatro_009139-T1,GO:0016491;GO:0008152
Tatro_001519-T1,GO:0051537;GO:0045454;GO:0016491;GO:0050660;GO:0055114
Tatro_010481-T1,GO:0055114;GO:0016491
Tatro_010571-T1,GO:0051287;GO:0055114;GO:0008152;GO:0016616
Tatro_000350-T1,GO:0005515
Tatro_008653-T1,GO:0055114;GO:0016491
Tatro_000622-T1,GO:0045735
Tatro_011644-T1,GO:0003677;GO:0006355
Tatro_006792-T1,GO:0020037;GO:0004601;GO:0055114
Tatro_007611-T1,GO:0017025;GO:0006355;GO:0008270;GO:0006352
Tatro_007473-T1,GO:0003723;GO:0003676
Tatro_003040-T1,GO:0005524
Tatro_006823-T1,GO:0008483;GO:0003824;GO:0009448;GO:0030170;GO:0003867
Tatro_001496-T1,GO:0003824;GO:0016491;GO:0050660;GO:0055114;GO:0016614
Tatro_007837-T1,GO:0016021
Tatro_002901-T1,GO:0055114;GO:0016491;GO:0008270
Tatro_007563-T1,GO:0046872
Tatro_008311-T1,GO:0005515
Tatro_011106-T1,GO:0019773;GO:0005839;GO:0004298;GO:0051603;GO:0006511;GO:0004175
Tatro_007665-T1,GO:0004089;GO:0008270
Tatro_002677-T1,GO:0008440
Tatro_008593-T1,GO:0003824;GO:0008152
Tatro_000889-T1,GO:0003824;GO:0005515;GO:0009116
Tatro_002069-T1,GO:0008026;GO:0003676;GO:0004386;GO:0005524
Tatro_009360-T1,GO:0008080
Tatro_007827-T1,GO:0003824;GO:0005978;GO:0004135;GO:0005975;GO:0005980;GO:0004134
Tatro_007763-T1,GO:0003954;GO:0005739;GO:0008137
Tatro_003907-T1,GO:0016887;GO:0005524
Tatro_010620-T1,GO:0005634;GO:0006334
Tatro_011308-T1,GO:0042256;GO:0043022
Tatro_009144-T1,GO:0016491;GO:0050660;GO:0055114;GO:0016614
Tatro_001463-T1,GO:0000981;GO:0005634;GO:0006355;GO:0008270
Tatro_006042-T1,GO:0003676;GO:0008270;GO:0000166
Tatro_000713-T1,GO:0005515
Tatro_009438-T1,GO:0016021;GO:0008272;GO:0015116
Tatro_002750-T1,GO:0020037;GO:0016705;GO:0005506;GO:0055114
Tatro_007146-T1,GO:0016491;GO:0008152
Tatro_009690-T1,GO:0016021;GO:0005215;GO:0055085
Tatro_008213-T1,GO:0046872
Tatro_008310-T1,GO:0051087;GO:0000774;GO:0042803;GO:0006457
Tatro_008807-T1,GO:0005515;GO:0005783;GO:0005509;GO:0006457;GO:0051082
Tatro_007400-T1,GO:0004853;GO:0006779
Tatro_001099-T1,GO:0003824;GO:0030170;GO:0008483
Tatro_011638-T1,GO:0005506;GO:0020037;GO:0016705;GO:0055114
Tatro_000737-T1,GO:0004843;GO:0005622;GO:0006511
Tatro_005140-T1,GO:0004616;GO:0055114;GO:0016491
Tatro_011637-T1,GO:0006506;GO:0005789
Tatro_003949-T1,GO:0005515
Tatro_001171-T1,GO:0005515
Tatro_005233-T1,GO:0003677;GO:0006351;GO:0005634;GO:0006355;GO:0008270;GO:0000981
Tatro_010419-T1,GO:0046952;GO:0008410;GO:0008152
Tatro_009816-T1,GO:0003824;GO:0008152
Tatro_007965-T1,GO:0005515;GO:0035091
Tatro_011076-T1,GO:0006412;GO:0016876;GO:0006418;GO:0005524;GO:0004812;GO:0004819;GO:0005737;GO:0043039;GO:0006425;GO:0000166
Tatro_007374-T1,GO:0000981;GO:0005634;GO:0006355;GO:0008270
Tatro_001375-T1,GO:0003700;GO:0006355;GO:0043565
Tatro_009079-T1,GO:0004525;GO:0006396;GO:0003723
Tatro_009871-T1,GO:0030246;GO:0005975
Tatro_009804-T1,GO:0005515
Tatro_002788-T1,GO:0020037;GO:0016705;GO:0005506;GO:0055114
Tatro_007266-T1,GO:0050662;GO:0008926;GO:0003824;GO:0016491;GO:0055114;GO:0019594;GO:0008152
Tatro_008801-T1,GO:0005515
Tatro_000499-T1,GO:0003677
Tatro_010920-T1,GO:0005515;GO:0009072;GO:0003824;GO:0005737
Tatro_003142-T1,GO:0007165;GO:0016310;GO:0016772;GO:0000160;GO:0000155
Tatro_009575-T1,GO:0005737;GO:0051536;GO:0016226
Tatro_001411-T1,GO:0003824;GO:0005515;GO:0009116
Tatro_000515-T1,GO:0006468;GO:0004672;GO:0005524
Tatro_009484-T1,GO:0016021;GO:0055085
Tatro_003342-T1,GO:0005488;GO:0004842
Tatro_009992-T1,GO:0009231;GO:0016491;GO:0004746;GO:0055114
Tatro_003307-T1,GO:0006629;GO:0005515;GO:0008081
Tatro_009035-T1,GO:0003824;GO:0016491;GO:0055114;GO:0005975;GO:0019752;GO:0016616
Tatro_003302-T1,GO:0016020;GO:0004222;GO:0006508;GO:0005524
Tatro_003244-T1,GO:0016887;GO:0046872;GO:0006754;GO:0016021;GO:0000166
Tatro_010608-T1,GO:0005509
Tatro_002362-T1,GO:0005515
Tatro_009788-T1,GO:0033179;GO:0015078;GO:0033177;GO:0015991
Tatro_007518-T1,GO:0046872;GO:0003676
Tatro_010289-T1,GO:0008270;GO:0003723;GO:0003676
Tatro_006408-T1,GO:0005515
Tatro_006550-T1,GO:0016491;GO:0008152
Tatro_004552-T1,GO:0005576
Tatro_007106-T1,GO:0005515;GO:0016573;GO:0003677;GO:0008270;GO:0006357
Tatro_011351-T1,GO:0006032;GO:0005975;GO:0004553;GO:0004568
Tatro_002892-T1,GO:0003824;GO:0008152
Tatro_009021-T1,GO:0004412;GO:0006520;GO:0016491;GO:0055114;GO:0050661
Tatro_009059-T1,GO:0005506;GO:0004497;GO:0055114;GO:0020037;GO:0016705
Tatro_002475-T1,GO:0055114;GO:0016491;GO:0008270
Tatro_010548-T1,GO:0005515;GO:0034968;GO:0018024;GO:0048188;GO:0000166
Tatro_000180-T1,GO:0006886;GO:0006913;GO:0016020;GO:0005525;GO:0003924;GO:0007165;GO:0005622;GO:0007264;GO:0015031
Tatro_004990-T1,GO:0005515
Tatro_009639-T1,GO:0005515;GO:0005730;GO:0006364
Tatro_004601-T1,GO:0005515
Tatro_010605-T1,GO:0005515;GO:0006414;GO:0003746
Tatro_001567-T1,GO:0005515
Tatro_002723-T1,GO:0016787;GO:0008152
Tatro_006081-T1,GO:0050353;GO:0045329;GO:0005506;GO:0016491;GO:0031418;GO:0055114
Tatro_007169-T1,GO:0005849;GO:0031124
Tatro_010651-T1,GO:0003824
Tatro_009640-T1,GO:0005524;GO:0003676
Tatro_002326-T1,GO:0016021;GO:0055085
Tatro_011866-T1,GO:0004553;GO:0005975
Tatro_001903-T1,GO:0003824;GO:0016787;GO:0008270
Tatro_011319-T1,GO:0003677;GO:0001882;GO:0003887;GO:0003676;GO:0006260;GO:0008408;GO:0000166
Tatro_011238-T1,GO:0005524
Tatro_003573-T1,GO:0006508;GO:0004190
Tatro_010212-T1,GO:0016491;GO:0050660;GO:0055114;GO:0016614
Tatro_009812-T1,GO:0048278;GO:0005737;GO:0006887
Tatro_001444-T1,GO:0005524;GO:0003676
Tatro_006020-T1,GO:0016020;GO:0004222;GO:0008270;GO:0006508;GO:0005524;GO:0016021
Tatro_007930-T1,GO:0016021;GO:0055085
Tatro_000433-T1,GO:0030151;GO:0016491;GO:0042128;GO:0055114
Tatro_010425-T1,GO:0006269;GO:0003896;GO:0016779
Tatro_005534-T1,GO:0016887;GO:0005634;GO:0005524;GO:0000027
Tatro_002980-T1,GO:0006412;GO:0003735;GO:0005840;GO:0019843
Tatro_003706-T1,GO:0016787;GO:0016810
Tatro_009081-T1,GO:0005634;GO:0003676;GO:0030529;GO:0006396;GO:0003723;GO:0000166
Tatro_000318-T1,GO:0005515
Tatro_010055-T1,GO:0046872;GO:0030001
Tatro_008573-T1,GO:0022891;GO:0055085;GO:0016020;GO:0022857;GO:0005215;GO:0016021
Tatro_002657-T1,GO:0005515
Tatro_006582-T1,GO:0055114;GO:0016491
Tatro_000253-T1,GO:0005737
Tatro_011576-T1,GO:0005515;GO:0003774;GO:0016459;GO:0005524
Tatro_010575-T1,GO:0048278;GO:0005515;GO:0005737;GO:0006887
Tatro_006913-T1,GO:0016021;GO:0016192
Tatro_008552-T1,GO:0003677;GO:0006351;GO:0005634;GO:0006355;GO:0008270;GO:0000981
Tatro_009622-T1,GO:0003676
Tatro_004639-T1,GO:0031177;GO:0016740;GO:0003824;GO:0016491;GO:0016746;GO:0008152
Tatro_011952-T1,GO:0055114;GO:0016491
Tatro_003672-T1,GO:0031461;GO:0031625;GO:0006511
Tatro_002237-T1,GO:0005515
Tatro_002642-T1,GO:0003676;GO:0006401;GO:0005524;GO:0003724;GO:0003723
Tatro_005152-T1,GO:0005524;GO:0003676
Tatro_008944-T1,GO:0005515
Tatro_009163-T1,GO:0016021;GO:0055085
Tatro_002966-T1,GO:0003924;GO:0005525
Tatro_006036-T1,GO:0006508;GO:0008234
Tatro_006847-T1,GO:0004871;GO:0031683;GO:0001664;GO:0005525;GO:0007186;GO:0003924;GO:0007165;GO:0007189;GO:0019001
Tatro_005282-T1,GO:0005488
Tatro_008494-T1,GO:0006508;GO:0004190
Tatro_000382-T1,GO:0005515
Tatro_006622-T1,GO:0008237;GO:0006508;GO:0004222
Tatro_006412-T1,GO:0031177;GO:0016740;GO:0003824;GO:0016491;GO:0055114;GO:0008152
Tatro_004879-T1,GO:0005506;GO:0020037;GO:0016705;GO:0055114
Tatro_007530-T1,GO:0005525;GO:0005622;GO:0007264;GO:0015031
Tatro_004592-T1,GO:0003677;GO:0006351;GO:0005634;GO:0006355;GO:0008270;GO:0000981
Tatro_011383-T1,GO:0003824;GO:0005515;GO:0009116
Tatro_001183-T1,GO:0016021;GO:0055085
Tatro_005653-T1,GO:0003824;GO:0019752;GO:0008152;GO:0004451
Tatro_002551-T1,GO:0003677;GO:0003909;GO:0006281;GO:0071897;GO:0051103;GO:0005524;GO:0006310;GO:0003910
Tatro_008325-T1,GO:0006359
Tatro_003779-T1,GO:0003676;GO:0000166
Tatro_000602-T1,GO:0003677;GO:0006351;GO:0005634;GO:0006355;GO:0008270;GO:0000981
Tatro_006788-T1,GO:0005488
Tatro_001384-T1,GO:0016021;GO:0055085
Tatro_001994-T1,GO:0000981;GO:0005634;GO:0006355;GO:0008270
Tatro_000651-T1,GO:0005515;GO:0003682
Tatro_009125-T1,GO:0000981;GO:0005634;GO:0006355;GO:0008270
Tatro_001361-T1,GO:0046872;GO:0003676
Tatro_008999-T1,GO:0006807;GO:0016810
Tatro_002664-T1,GO:0000981;GO:0005634;GO:0006355;GO:0008270
Tatro_000081-T1,GO:0006430;GO:0003676;GO:0004824;GO:0006418;GO:0005524;GO:0004812;GO:0005737;GO:0000166
Tatro_002330-T1,GO:0003824;GO:0005515;GO:0009116
Tatro_001124-T1,GO:0003677;GO:0006351;GO:0005634;GO:0006355;GO:0008270;GO:0000981
Tatro_007426-T1,GO:0005515
Tatro_008532-T1,GO:0008080
Tatro_005785-T1,GO:0046872;GO:0003676
Tatro_000127-T1,GO:0055114;GO:0016491
Tatro_006608-T1,GO:0016021;GO:0055085
Tatro_003613-T1,GO:0046872;GO:0003676;GO:0006397;GO:0000166
Tatro_006105-T1,GO:0016021;GO:0055085
Tatro_001429-T1,GO:0003824;GO:0004474;GO:0006097
Tatro_008507-T1,GO:0005515
Tatro_007338-T1,GO:0003824;GO:0033961
Tatro_004000-T1,GO:0005047;GO:0030942;GO:0008312;GO:0006614;GO:0005786
Tatro_009929-T1,GO:0003676;GO:0000166
Tatro_000118-T1,GO:0004518;GO:0003677;GO:0006289;GO:0006281;GO:0003824;GO:0005634;GO:0016788;GO:0004519;GO:0003697
Tatro_007868-T1,GO:0016020;GO:0004888;GO:0007186;GO:0007166;GO:0016021;GO:0004930
Tatro_006780-T1,GO:0005515
Tatro_007842-T1,GO:0005515;GO:0003824;GO:0009116;GO:0043531
Tatro_001864-T1,GO:0005096;GO:0005515
Tatro_006619-T1,GO:0072588;GO:0030515;GO:0042254;GO:0001522
Tatro_007857-T1,GO:0051287;GO:0055114;GO:0008152;GO:0016616
Tatro_007125-T1,GO:0005215;GO:0016020;GO:0006810
Tatro_002120-T1,GO:0004553;GO:0005975
Tatro_011661-T1,GO:0005215;GO:0016020;GO:0006810
Tatro_003199-T1,GO:0005515;GO:0008270
Tatro_010123-T1,GO:0008483;GO:0006520;GO:0003824;GO:0009058;GO:0030170
Tatro_008701-T1,GO:0016021;GO:0055085
Tatro_002626-T1,GO:0055114;GO:0016491
Tatro_003797-T1,GO:0006351;GO:0003676;GO:0008270;GO:0003899
Tatro_002059-T1,GO:0005515;GO:0003677
Tatro_004692-T1,GO:0003824;GO:0008152
Tatro_011728-T1,GO:0005524
Tatro_008988-T1,GO:0016887;GO:0005524
Tatro_005814-T1,GO:0008017;GO:0005515
Tatro_000172-T1,GO:0006412;GO:0005622;GO:0003735;GO:0005840
Tatro_009572-T1,GO:0003677;GO:0006355;GO:0003700;GO:0043565
Tatro_005469-T1,GO:0005515
Tatro_008302-T1,GO:0005515
Tatro_007180-T1,GO:0003824;GO:0050662
Tatro_001371-T1,GO:0003824;GO:0016832;GO:0008270;GO:0005975
Tatro_004859-T1,GO:0005634;GO:0006355;GO:0008270;GO:0000981
Tatro_005060-T1,GO:0046872;GO:0006289;GO:0006351;GO:0006281;GO:0000439;GO:0008270
Tatro_003781-T1,GO:0030234;GO:0000502;GO:0042176;GO:0005488
Tatro_006012-T1,GO:0006886;GO:0006505;GO:0008270;GO:0003676;GO:0016788
Tatro_009160-T1,GO:0005634;GO:0006355;GO:0008270;GO:0000981
Tatro_005321-T1,GO:0005525
Tatro_004222-T1,GO:0006886;GO:0030126;GO:0016192;GO:0005198;GO:0030117;GO:0005488
Tatro_007235-T1,GO:0006468;GO:0004672;GO:0005524
Tatro_007535-T1,GO:0005737;GO:0005634
Tatro_007785-T1,GO:0006468;GO:0004672;GO:0005524
Tatro_011646-T1,GO:0003677;GO:0006351;GO:0005634;GO:0006355;GO:0008270;GO:0000981
Tatro_010176-T1,GO:0046872;GO:0003677;GO:0006351;GO:0005634;GO:0008270;GO:0003676
Tatro_005053-T1,GO:0008565;GO:0015031;GO:0006810
Tatro_005067-T1,GO:0005515;GO:0007165;GO:0004672;GO:0006468;GO:0016310;GO:0016772;GO:0005524;GO:0000160;GO:0000155
Tatro_001480-T1,GO:0007186;GO:0004932;GO:0016020
Tatro_006003-T1,GO:0003676;GO:0000166
Tatro_005867-T1,GO:0016021;GO:0005215;GO:0055085
Tatro_003282-T1,GO:0006432;GO:0000287;GO:0000049;GO:0004826;GO:0006418;GO:0005524;GO:0004812;GO:0005737;GO:0043039;GO:0008033;GO:0000166
Tatro_001918-T1,GO:0055114;GO:0016491
Tatro_000038-T1,GO:0006468;GO:0004672;GO:0005524
Tatro_004704-T1,GO:0016813;GO:0046872
Tatro_010344-T1,GO:0003677;GO:0005524
Tatro_000418-T1,GO:0003677;GO:0006351;GO:0005634;GO:0006355;GO:0008270;GO:0000981
Tatro_004256-T1,GO:0018024;GO:0005515;GO:0005634
Tatro_011150-T1,GO:0004553;GO:0005975
Tatro_006402-T1,GO:0005524
Tatro_009289-T1,GO:0005515
Tatro_008519-T1,GO:0016020
Tatro_011406-T1,GO:0022891;GO:0055085;GO:0016020;GO:0022857;GO:0016021
Tatro_009239-T1,GO:0003677;GO:0006351;GO:0005634;GO:0006355;GO:0008270;GO:0000981
Tatro_005553-T1,GO:0005515
Tatro_009563-T1,GO:0003824;GO:0008152
Tatro_001370-T1,GO:0055085;GO:0016020;GO:0006810;GO:0003333;GO:0006865;GO:0016021;GO:0015171
Tatro_001278-T1,GO:0055114;GO:0016491;GO:0071949
Tatro_008005-T1,GO:0003677;GO:0006351;GO:0005634;GO:0006355;GO:0008270;GO:0000981
Tatro_008559-T1,GO:0016491;GO:0008152
Tatro_008072-T1,GO:0030248;GO:0005975;GO:0004553;GO:0005576;GO:0030245
Tatro_000648-T1,GO:0006886;GO:0005515;GO:0030126;GO:0016192;GO:0005198;GO:0030117
Tatro_007007-T1,GO:0005515
Tatro_003495-T1,GO:0006412;GO:0005840;GO:0003735
Tatro_005326-T1,GO:0003824;GO:0031177;GO:0008152
Tatro_007503-T1,GO:0042276;GO:0006281;GO:0016779;GO:0003684
Tatro_009536-T1,GO:0003677;GO:0006351;GO:0005634;GO:0006355;GO:0008270;GO:0000981
Tatro_006264-T1,GO:0016301;GO:0005524;GO:0008152;GO:0008299;GO:0005737;GO:0004496;GO:0016773
Tatro_010472-T1,GO:0005515;GO:0008270
Tatro_011884-T1,GO:0055114;GO:0016491
Tatro_011252-T1,GO:0005634;GO:0006355;GO:0008270;GO:0000981
Tatro_011466-T1,GO:0006508;GO:0005622;GO:0004198
Tatro_011683-T1,GO:0003993
Tatro_006825-T1,GO:0055085;GO:0016020;GO:0006821;GO:0005247;GO:0005216
Tatro_009286-T1,GO:0008270
Tatro_009118-T1,GO:0022904;GO:0005743;GO:0016651
Tatro_001145-T1,GO:0005515
Tatro_010502-T1,GO:0004181;GO:0006508;GO:0008270
Tatro_001286-T1,GO:0016888;GO:0016812;GO:0016787;GO:0016810
Tatro_005912-T1,GO:0006508;GO:0005622;GO:0004198
Tatro_004750-T1,GO:0055114;GO:0016491
Tatro_005163-T1,GO:0031072;GO:0009408;GO:0006457;GO:0005524;GO:0051082
Tatro_002269-T1,GO:0005634;GO:0006355;GO:0008270;GO:0003700;GO:0000981
Tatro_008152-T1,GO:0005509
Tatro_007021-T1,GO:0003824
Tatro_006836-T1,GO:0003824;GO:0030170;GO:0008483
Tatro_009209-T1,GO:0055114;GO:0016491
Tatro_005613-T1,GO:0005515;GO:0004842
Tatro_003484-T1,GO:0005515;GO:0008270;GO:0003676;GO:0000166
Tatro_008033-T1,GO:0005515;GO:0046872;GO:0008270
Tatro_003592-T1,GO:0051539;GO:0009098;GO:0008152;GO:0009316;GO:0003861
Tatro_001337-T1,GO:0003677;GO:0005507;GO:0005634;GO:0006355;GO:0003700
Tatro_005817-T1,GO:0005515
Tatro_003701-T1,GO:0016021;GO:0016192;GO:0006810
Tatro_002072-T1,GO:0003677;GO:0006351;GO:0005634;GO:0006355;GO:0008270;GO:0000981
Tatro_001562-T1,GO:0003824;GO:0005524;GO:0008152
Tatro_008713-T1,GO:0003677
Tatro_009073-T1,GO:0006520;GO:0016831;GO:0003824;GO:0030170;GO:0019752
Tatro_002478-T1,GO:0003743;GO:0005737;GO:0005852
Tatro_009352-T1,GO:0004832;GO:0006438;GO:0006418;GO:0005524;GO:0004812;GO:0002161;GO:0000166
Tatro_001216-T1,GO:0008425;GO:0006744
Tatro_002219-T1,GO:0005515
Tatro_007476-T1,GO:0003677;GO:0006275;GO:0030337
Tatro_011379-T1,GO:0003677;GO:0006355;GO:0003700;GO:0043565;GO:0006357
Tatro_008180-T1,GO:0000145;GO:0006887
Tatro_001374-T1,GO:0006468;GO:0004672;GO:0005524
Tatro_006930-T1,GO:0005509;GO:0016020;GO:0004571
Tatro_007974-T1,GO:0035023;GO:0005089
Tatro_006584-T1,GO:0008171
Tatro_005979-T1,GO:0005515
Tatro_006696-T1,GO:0006886;GO:0006913;GO:0016020;GO:0005525;GO:0003924;GO:0007165;GO:0005622;GO:0007264;GO:0015031
Tatro_002063-T1,GO:0003824;GO:0008496;GO:0016052
Tatro_009357-T1,GO:0003700;GO:0006355;GO:0043565
Tatro_007985-T1,GO:0005515
Tatro_005316-T1,GO:0008061;GO:0006032;GO:0005975;GO:0004553;GO:0004568
Tatro_002749-T1,GO:0055085
Tatro_005929-T1,GO:0005215;GO:0055085;GO:0016020;GO:0006810
Tatro_008877-T1,GO:0055114;GO:0016491;GO:0071949
Tatro_003111-T1,GO:0055085;GO:0016020;GO:0046873;GO:0030001
Tatro_011785-T1,GO:0003677;GO:0006351;GO:0005634;GO:0003899
Tatro_007613-T1,GO:0016021;GO:0055085
Tatro_003421-T1,GO:0008652;GO:0009337;GO:0051536;GO:0010181;GO:0050661;GO:0003824;GO:0051539;GO:0005506;GO:0016491;GO:0004783;GO:0055114;GO:0008152;GO:0020037
Tatro_005056-T1,GO:0022891;GO:0055085;GO:0016020;GO:0022857;GO:0005215;GO:0016021
Tatro_010781-T1,GO:0004181;GO:0006508;GO:0008270
Tatro_011568-T1,GO:0035023;GO:0005089
Tatro_005528-T1,GO:0005634;GO:0006355;GO:0008270;GO:0000981
Tatro_005619-T1,GO:0004488;GO:0003824;GO:0004329;GO:0055114;GO:0005524;GO:0009396
Tatro_000582-T1,GO:0004674;GO:0005515;GO:0004672;GO:0006468;GO:0005524
Tatro_008103-T1,GO:0005634;GO:0006355;GO:0008270;GO:0000981
Tatro_008724-T1,GO:0006412;GO:0005840;GO:0005622;GO:0003735
Tatro_002735-T1,GO:0055114;GO:0016491
Tatro_009327-T1,GO:0003677;GO:0006351;GO:0005634;GO:0006355;GO:0008270;GO:0000981
Tatro_001477-T1,GO:0006464;GO:0015031
Tatro_003274-T1,GO:0004523;GO:0003676
Tatro_011558-T1,GO:0015986;GO:0000276;GO:0015078
Tatro_010866-T1,GO:0051537;GO:0008942;GO:0051536;GO:0016491;GO:0042128;GO:0055114;GO:0020037
Tatro_000041-T1,GO:0005524
Tatro_010161-T1,GO:0016021;GO:0055085
Tatro_005763-T1,GO:0005515
Tatro_008723-T1,GO:0055114;GO:0016491
Tatro_005575-T1,GO:0055085
Tatro_000396-T1,GO:0051920;GO:0016491;GO:0055114;GO:0016209
Tatro_005004-T1,GO:0004674;GO:0004672;GO:0006468;GO:0005524
Tatro_011070-T1,GO:0016491;GO:0008152
Tatro_006884-T1,GO:0003677;GO:0006351;GO:0005634;GO:0006355;GO:0008270;GO:0003700;GO:0000981
Tatro_003390-T1,GO:0003824
Tatro_007788-T1,GO:0003676;GO:0000166
Tatro_001317-T1,GO:0005536;GO:0004396;GO:0046835;GO:0005524;GO:0005975;GO:0001678;GO:0016773
Tatro_004891-T1,GO:0005622;GO:0016301;GO:0016310;GO:0016774;GO:0006082;GO:0008152
Tatro_002274-T1,GO:0022891;GO:0055085;GO:0016020;GO:0022857;GO:0016021
Tatro_001433-T1,GO:0046872;GO:0003676
Tatro_005599-T1,GO:0016817;GO:0004003;GO:0003677;GO:0003676;GO:0006303
Tatro_011904-T1,GO:0055114;GO:0016491;GO:0071949
Tatro_003810-T1,GO:0031072;GO:0009408;GO:0006457;GO:0005524;GO:0051082
Tatro_004117-T1,GO:0003824;GO:0016491;GO:0050660;GO:0055114;GO:0016614
Tatro_004394-T1,GO:0046872
Tatro_009840-T1,GO:0006807;GO:0046872;GO:0003824;GO:0005524
Tatro_009247-T1,GO:0055114;GO:0016491;GO:0008270
Tatro_003982-T1,GO:0006032;GO:0004568;GO:0005975;GO:0004553;GO:0008061
Tatro_005319-T1,GO:0016021;GO:0055085
Tatro_004774-T1,GO:0003677;GO:0006281;GO:0006355;GO:0008270;GO:0008168;GO:0003700;GO:0043565
Tatro_004330-T1,GO:0006412;GO:0005622;GO:0003735;GO:0005840
Tatro_009657-T1,GO:0008270
Tatro_002515-T1,GO:0016887;GO:0055085;GO:0006810;GO:0005524;GO:0042626;GO:0016021
Tatro_009064-T1,GO:0055085;GO:0016020;GO:0003824;GO:0006821;GO:0005247;GO:0005216
Tatro_009473-T1,GO:0016887;GO:0046872;GO:0016021;GO:0006812;GO:0000166
Tatro_009986-T1,GO:0005515;GO:0046872;GO:0008270
Tatro_000246-T1,GO:0004831;GO:0006437;GO:0006418;GO:0005524;GO:0004812;GO:0005737;GO:0003723;GO:0000166
Tatro_008138-T1,GO:0005488
Tatro_011131-T1,GO:0016787
Tatro_010815-T1,GO:0016491;GO:0008152
Tatro_007022-T1,GO:0022891;GO:0055085;GO:0016020;GO:0022857;GO:0005215;GO:0016021
Tatro_009991-T1,GO:0005515
Tatro_011799-T1,GO:0055085;GO:0016020;GO:0003333;GO:0006810;GO:0006865;GO:0016021;GO:0015171
Tatro_003143-T1,GO:0055114;GO:0016491
Tatro_010061-T1,GO:0030697;GO:0008033;GO:0006396;GO:0008173
Tatro_002046-T1,GO:0016021;GO:0055085
Tatro_002112-T1,GO:0003824
Tatro_003226-T1,GO:0005515;GO:0008270
Tatro_005877-T1,GO:0003677;GO:0006351;GO:0005634;GO:0006355;GO:0008270;GO:0000981
Tatro_009185-T1,GO:0016021;GO:0055085
Tatro_007588-T1,GO:0003676;GO:0000166
Tatro_001387-T1,GO:0005515;GO:0003676
Tatro_007839-T1,GO:0046872;GO:0003676
Tatro_011718-T1,GO:0006468;GO:0004672;GO:0005524
Tatro_002809-T1,GO:0009098;GO:0055114;GO:0005737;GO:0003862;GO:0016616
Tatro_009920-T1,GO:0030983;GO:0005524;GO:0006298
Tatro_005264-T1,GO:0005515
Tatro_011667-T1,GO:0022891;GO:0055085;GO:0016020;GO:0022857;GO:0005215;GO:0016021
Tatro_002846-T1,GO:0016491;GO:0008152
Tatro_008747-T1,GO:0006355
Tatro_001172-T1,GO:0046872;GO:0000166;GO:0019829;GO:0016021;GO:0006812;GO:0030001
Tatro_001734-T1,GO:0005515
Tatro_008078-T1,GO:0000981;GO:0005634;GO:0006355;GO:0008270
